genre,title,author,avg_rating,total_ratings,year_published,image_url
Cookbooks,Thug Kitchen: Eat Like You Give a F*ck (Hardcover),Thug Kitchen,4.01,43710,2014,/book/show/20696032-thug-kitchen
Cookbooks,Essentials of Classic Italian Cooking (Hardcover),Marcella Hazan,4.07,24723,1976,/book/show/19552.Essentials_of_Classic_Italian_Cooking
Cookbooks,Cravings: Recipes for All the Food You Want to Eat (Hardcover),Chrissy Teigen,4.01,33562,2016,/book/show/25982685-cravings
Cookbooks,Keto Diet for Beginners: 30-Day Keto Meal Plan for Rapid Weight Loss. (Kindle Edition),Amy Crenn,3.93,20895,2018,/book/show/42747550-keto-diet-for-beginners
Cookbooks,Veganomicon: The Ultimate Vegan Cookbook (Hardcover),Isa Chandra Moskowitz,3.84,32531,2007,/book/show/1059680.Veganomicon
Cookbooks,The Oh She Glows Cookbook: Over 100 Vegan Recipes to Glow from the Inside Out (Paperback),Angela  Liddon,4.03,17082,2013,/book/show/18079651-the-oh-she-glows-cookbook
Cookbooks,Ottolenghi Simple (Hardcover),Yotam Ottolenghi,4.34,11484,2018,/book/show/39797678-ottolenghi-simple
Cookbooks,The Pioneer Woman Cooks: Recipes from an Accidental Country Girl (Hardcover),Ree Drummond,4.07,47212,2008,/book/show/6361871-the-pioneer-woman-cooks
Cookbooks,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again (Hardcover),Ina Garten,4.11,54441,2006,/book/show/120230.Barefoot_Contessa_at_Home
Cookbooks,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution (Hardcover)",Alice Waters,3.94,25991,2007,/book/show/688663.The_Art_of_Simple_Food
Cookbooks,"The Flavor Bible: The Essential Guide to Culinary Creativity, Based on the Wisdom of America's Most Imaginative Chefs (Hardcover)",Andrew Dornenburg,4.07,22685,2008,/book/show/4443485-the-flavor-bible
Cookbooks,Six Seasons: A New Way with Vegetables (Hardcover),Joshua McFadden,4.41,4036,2017,/book/show/30754045-six-seasons
Cookbooks,The Barefoot Contessa Cookbook (Hardcover),Ina Garten,4.10,37755,1999,/book/show/3895.The_Barefoot_Contessa_Cookbook
Cookbooks,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking (Paperback),Nigella Lawson,3.93,39772,1998,/book/show/39542.How_to_Be_a_Domestic_Goddess
Cookbooks,Flour Water Salt Yeast: The Fundamentals of Artisan Bread and Pizza (Hardcover),Ken Forkish,4.46,10381,2012,/book/show/13414492-flour-water-salt-yeast
Cookbooks,Everyday Italian: 125 Simple and Delicious Recipes (Hardcover),Giada De Laurentiis,3.91,50801,2005,/book/show/1192.Everyday_Italian
Cookbooks,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (Hardcover),Mark Bittman,4.08,14612,2007,/book/show/1587362.How_to_Cook_Everything_Vegetarian
Cookbooks,Magnolia Table: A Collection of Recipes for Gathering (Hardcover),Joanna Gaines,4.21,16772,2018,/book/show/36381100-magnolia-table
Cookbooks,Artisan Bread in Five Minutes a Day: The Discovery That Revolutionizes Home Baking (Hardcover),Jeff Hertzberg,3.94,26867,2007,/book/show/1009996.Artisan_Bread_in_Five_Minutes_a_Day
Cookbooks,Half Baked Harvest Cookbook: Recipes from My Barn in the Mountains (Hardcover),Tieghan Gerard,4.33,6814,2017,/book/show/33571767-half-baked-harvest-cookbook
Cookbooks,The Pioneer Woman Cooks: Food from My Frontier (Hardcover),Ree Drummond,4.13,36225,2011,/book/show/12072362-the-pioneer-woman-cooks
Cookbooks,Smitten Kitchen Every Day: Triumphant and Unfussy New Favorites (Kindle Edition),Deb Perelman,3.76,9156,2017,/book/show/31130686-smitten-kitchen-every-day
Cookbooks,Plenty More: Vibrant Vegetable Cooking from London's Ottolenghi (Hardcover),Yotam Ottolenghi,3.93,11492,2014,/book/show/20691056-plenty-more
Cookbooks,Barefoot Contessa Back to Basics (Hardcover),Ina Garten,4.09,36021,2008,/book/show/2815949-barefoot-contessa-back-to-basics
Cookbooks,Momofuku (Hardcover),David Chang,3.93,13829,2009,/book/show/6487388-momofuku
Cookbooks,Dessert Person: Recipes and Guidance for Baking with Confidence (Hardcover),Claire Saffitz,4.01,7023,2020,/book/show/52028349-dessert-person
Cookbooks,Indian-Ish: Recipes and Antics from a Modern American Family (Hardcover),Priya Krishna,4.18,3180,2019,/book/show/40796136-indian-ish
Cookbooks,Dining In: Highly Cookable Recipes (Hardcover),Alison Roman,4.21,2589,2017,/book/show/34272569-dining-in
Cookbooks,Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family (Hardcover),Ina Garten,4.08,27273,2002,/book/show/120231.Barefoot_Contessa_Family_Style
Cookbooks,Cravings: Hungry for More (Hardcover),Chrissy Teigen,4.17,8882,2018,/book/show/40004097-cravings
Cookbooks,"Half Baked Harvest Super Simple: More Than 125 Recipes for Instant, Overnight, Meal-Prepped, and Easy Comfort Foods (Hardcover)",Tieghan Gerard,4.32,3913,2019,/book/show/43888840-half-baked-harvest-super-simple
Cookbooks,Nothing Fancy: Unfussy Food for Having People Over (Kindle Edition),Alison Roman,4.17,3407,2019,/book/show/46011237-nothing-fancy
Cookbooks,On Food and Cooking: The Science and Lore of the Kitchen (Hardcover),Harold McGee,4.46,15964,1984,/book/show/101255.On_Food_and_Cooking
Cookbooks,The Homemade Pantry: 101 Foods You Can Stop Buying and Start Making (Paperback),Alana Chernila,3.74,17633,2012,/book/show/12519893-the-homemade-pantry
Cookbooks,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook Gift Series),Dinah Bucholz,4.09,17754,2010,/book/show/8281069-the-unofficial-harry-potter-cookbook
Cookbooks,My Paris Kitchen: Recipes and Stories (Hardcover),David Lebovitz,4.21,5265,2014,/book/show/18209508-my-paris-kitchen
Cookbooks,Cook This Book: Techniques That Teach and Recipes To Repeat (Hardcover),Molly Baz,4.21,3293,2021,/book/show/54895707-cook-this-book
Cookbooks,The America's Test Kitchen Family Cookbook (Spiral-bound),America's Test Kitchen,4.17,19268,2005,/book/show/3888.The_America_s_Test_Kitchen_Family_Cookbook
Cookbooks,The Silver Palate Cookbook (Paperback),Julee Rosso,4.01,22950,1982,/book/show/1107001.The_Silver_Palate_Cookbook
Cookbooks,Tartine Bread (Hardcover),Chad Robertson,4.40,7372,2010,/book/show/8185785-tartine-bread
Cookbooks,Unknown Title,Unknown Author,N/A,N/A,N/A,No Image
Cookbooks,Unknown Title,Unknown Author,N/A,N/A,N/A,No Image
Ebooks,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,4.34,9300632,2008,/book/show/2767052-the-hunger-games
Ebooks,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,4.34,3846927,2009,/book/show/6148028-catching-fire
Ebooks,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,4.10,3452354,2010,/book/show/7260188-mockingjay
Ebooks,Pride & Prejudice (Hardcover),Jane Austen,4.29,4510321,1813,/book/show/129915654-pride-prejudice
Ebooks,"Divergent (Divergent, #1)",Veronica Roth,4.14,4210293,2011,/book/show/13335037-divergent
Ebooks,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,4.17,3578878,2015,/book/show/50659467-a-court-of-thorns-and-roses
Ebooks,The Fault in Our Stars (Hardcover),John Green,4.13,5472862,2012,/book/show/25856606-the-fault-in-our-stars
Ebooks,The Elephant Tree (Paperback),R.D. Ronald,3.78,31255,2010,/book/show/9293020-the-elephant-tree
Ebooks,"Harry Potter and the Sorcerer’s Stone (Harry Potter, #1)",J.K. Rowling,4.47,10812315,1997,/book/show/42844155-harry-potter-and-the-sorcerer-s-stone
Ebooks,1984 (Paperback),George Orwell,4.20,5050120,1949,/book/show/61439040-1984
Ebooks,"Fifty Shades of Grey (Fifty Shades, #1)",E.L. James,3.67,2768267,2011,/book/show/10818853-fifty-shades-of-grey
Ebooks,Gone Girl (Paperback),Gillian Flynn,4.14,3291468,2012,/book/show/19288043-gone-girl
Ebooks,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,4.18,2006297,2012,/book/show/76703559-throne-of-glass
Ebooks,"The Deal (Off-Campus, #1)",Elle Kennedy,4.22,893763,2015,/book/show/45484397-the-deal
Ebooks,The Zombie Room (Kindle Edition),R.D. Ronald,3.82,32028,2012,/book/show/29908754-the-zombie-room
Ebooks,"Insurgent (Divergent, #2)",Veronica Roth,3.97,1571435,2012,/book/show/11735983-insurgent
Ebooks,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,4.45,2627911,1996,/book/show/13496.A_Game_of_Thrones
Ebooks,The Handmaid's Tale (Hardcover),Margaret Atwood,4.15,2229642,1985,/book/show/34454589-the-handmaid-s-tale
Ebooks,The Seven Husbands of Evelyn Hugo (Hardcover),Taylor Jenkins Reid,4.40,3626137,2017,/book/show/32620332-the-seven-husbands-of-evelyn-hugo
Ebooks,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,4.65,2721235,2016,/book/show/50659468-a-court-of-mist-and-fury
Ebooks,The Love Hypothesis (Paperback),Ali Hazelwood,4.12,1602270,2021,/book/show/56732449-the-love-hypothesis
Ebooks,The Picture of Dorian Gray (Paperback),Oscar Wilde,4.13,1714431,1890,/book/show/489732.The_Picture_of_Dorian_Gray
Ebooks,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,4.43,4245437,1998,/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets
Ebooks,"Shadow and Bone (Shadow and Bone, #1)",Leigh Bardugo,3.92,1029612,2012,/book/show/37834723-shadow-and-bone
Ebooks,"Red, White & Royal Blue (Paperback)",Casey McQuiston,4.07,1136686,2019,/book/show/41150487-red-white-royal-blue
Ebooks,Dracula (Paperback),Bram Stoker,4.02,1379206,1897,/book/show/17245.Dracula
Ebooks,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,4.07,2096432,2007,/book/show/256683.City_of_Bones
Ebooks,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,4.58,4553445,1999,/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban
Ebooks,The Girl on the Train (Hardcover),Paula Hawkins,3.96,3138396,2015,/book/show/22557272-the-girl-on-the-train
Ebooks,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,4.57,3975217,2000,/book/show/58613424-harry-potter-and-the-goblet-of-fire
Ebooks,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,4.31,3258396,2005,/book/show/123675190-the-lightning-thief
Ebooks,"The Selection (The Selection, #1)",Kiera Cass,4.07,1675218,2012,/book/show/10507293-the-selection
Ebooks,The Great Gatsby (Paperback),F. Scott Fitzgerald,3.93,5592742,1925,/book/show/41733839-the-great-gatsby
Ebooks,The Martian (Hardcover),Andy Weir,4.42,1204477,2011,/book/show/18007564-the-martian
Ebooks,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,4.47,2277169,2017,/book/show/50659472-a-court-of-wings-and-ruin
Ebooks,The Song of Achilles (Paperback),Madeline Miller,4.31,1757883,2011,/book/show/13623848-the-song-of-achilles
Ebooks,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,4.62,3933870,2007,/book/show/58613224-harry-potter-and-the-deathly-hallows
Ebooks,The Book Thief (Kindle Edition),Markus Zusak,4.39,2741646,2005,/book/show/19063.The_Book_Thief
Ebooks,Verity (ebook),Colleen Hoover,4.30,3334578,2018,/book/show/59344312-verity
Ebooks,Jane Eyre (Paperback),Charlotte Brontë,4.15,2216065,1847,/book/show/10210.Jane_Eyre
Ebooks,"Heartstopper: Volume One (Heartstopper, #1)",Alice Oseman,4.44,821783,2018,/book/show/40495957-heartstopper
Ebooks,The Silent Patient (Hardcover),Alex Michaelides,4.17,2790217,2019,/book/show/40097951-the-silent-patient
Ebooks,The Night Circus (Hardcover),Erin Morgenstern,4.01,1044533,2011,/book/show/9361589-the-night-circus
Ebooks,We Were Liars (Kindle Edition),E. Lockhart,3.66,1233924,2014,/book/show/16143347-we-were-liars
Ebooks,Beach Read (Paperback),Emily Henry,3.99,1409924,2020,/book/show/52867387-beach-read
Ebooks,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,4.50,3610449,2003,/book/show/58613451-harry-potter-and-the-order-of-the-phoenix
Ebooks,"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,4.12,4219459,2016,/book/show/62627512-it-ends-with-us
Ebooks,"Little Women (Little Women, #1)",Louisa May Alcott,4.16,2347031,1868,/book/show/1934.Little_Women
Ebooks,The Midnight Library (Hardcover),Matt Haig,3.99,2145441,2020,/book/show/52578297-the-midnight-library
Ebooks,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,4.58,3489582,2005,/book/show/58613345-harry-potter-and-the-half-blood-prince
Ebooks,Unknown Title,Unknown Author,N/A,N/A,N/A,No Image
Ebooks,Unknown Title,Unknown Author,N/A,N/A,N/A,No Image
Fantasy,"Harry Potter and the Sorcerer’s Stone (Harry Potter, #1)",J.K. Rowling,4.47,10812315,1997,/book/show/42844155-harry-potter-and-the-sorcerer-s-stone
Fantasy,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,4.43,4245437,1998,/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets
Fantasy,"The Hobbit, or There and Back Again (Paperback)",J.R.R. Tolkien,4.29,4263574,1937,/book/show/5907.The_Hobbit_or_There_and_Back_Again
Fantasy,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,4.58,4553445,1999,/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban
Fantasy,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,4.57,3975217,2000,/book/show/58613424-harry-potter-and-the-goblet-of-fire
Fantasy,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,4.50,3610449,2003,/book/show/58613451-harry-potter-and-the-order-of-the-phoenix
Fantasy,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,4.58,3489582,2005,/book/show/58613345-harry-potter-and-the-half-blood-prince
Fantasy,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,4.45,2627911,1996,/book/show/13496.A_Game_of_Thrones
Fantasy,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,4.40,2976371,1954,/book/show/61215351-the-fellowship-of-the-ring
Fantasy,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,4.17,3578878,2015,/book/show/50659467-a-court-of-thorns-and-roses
Fantasy,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,4.47,1061817,2015,/book/show/23437156-six-of-crows
Fantasy,"Mistborn: The Final Empire (Mistborn, #1)",Brandon Sanderson,4.49,835468,2006,/book/show/68428.Mistborn
Fantasy,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,4.49,1053081,1954,/book/show/61215372-the-two-towers
Fantasy,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,4.52,1028288,2007,/book/show/186074.The_Name_of_the_Wind
Fantasy,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,4.42,984072,1998,/book/show/10572.A_Clash_of_Kings
Fantasy,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,4.65,2721235,2016,/book/show/50659468-a-court-of-mist-and-fury
Fantasy,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,4.57,977368,1955,/book/show/61215384-the-return-of-the-king
Fantasy,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,4.31,3258396,2005,/book/show/123675190-the-lightning-thief
Fantasy,"The Cruel Prince (The Folk of the Air, #1)",Holly Black,4.02,1523073,2018,/book/show/26032825-the-cruel-prince
Fantasy,"Shadow and Bone (Shadow and Bone, #1)",Leigh Bardugo,3.92,1029612,2012,/book/show/37834723-shadow-and-bone
Fantasy,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia)",C.S. Lewis,4.24,2983429,1950,/book/show/132080146-the-lion-the-witch-and-the-wardrobe
Fantasy,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,4.47,2277169,2017,/book/show/50659472-a-court-of-wings-and-ruin
Fantasy,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,4.55,819724,2000,/book/show/62291.A_Storm_of_Swords
Fantasy,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,4.17,765505,2005,/book/show/13497.A_Feast_for_Crows
Fantasy,Eragon (The Inheritance Cycle #1),Christopher Paolini,3.96,1871113,2002,/book/show/113436.Eragon
Fantasy,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,4.03,1577585,1995,/book/show/119322.The_Golden_Compass
Fantasy,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,4.34,714421,2011,/book/show/10664113-a-dance-with-dragons
Fantasy,The Night Circus (Hardcover),Erin Morgenstern,4.01,1044533,2011,/book/show/9361589-the-night-circus
Fantasy,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,4.67,589149,2010,/book/show/7235533-the-way-of-kings
Fantasy,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,4.07,2096432,2007,/book/show/256683.City_of_Bones
Fantasy,American Gods (Kindle Edition),Neil Gaiman,4.11,968526,2001,/book/show/30165203-american-gods
Fantasy,"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,4.19,560692,1990,/book/show/228665.The_Eye_of_the_World
Fantasy,"Twilight (The Twilight Saga, #1)",Stephenie Meyer,3.66,6991185,2005,/book/show/41865.Twilight
Fantasy,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,4.58,712576,2016,/book/show/22299763-crooked-kingdom
Fantasy,"A Darker Shade of Magic (Shades of Magic, #1)",Victoria E. Schwab,4.04,399833,2015,/book/show/22055262-a-darker-shade-of-magic
Fantasy,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch (Mass Market Paperback)",Terry Pratchett,4.26,796479,1990,/book/show/12067.Good_Omens
Fantasy,"A Court of Frost and Starlight (A Court of Thorns and Roses, #3.5)",Sarah J. Maas,3.73,1779270,2019,/book/show/50659471-a-court-of-frost-and-starlight
Fantasy,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,4.24,1282306,2006,/book/show/40727118-the-sea-of-monsters
Fantasy,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,4.39,562649,2007,/book/show/68429.The_Well_of_Ascension
Fantasy,"A ​Court of Silver Flames (A Court of Thorns and Roses, #4)",Sarah J. Maas,4.46,1712601,2021,/book/show/53138095-a-court-of-silver-flames
Fantasy,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,4.19,361387,1995,/book/show/77197.Assassin_s_Apprentice
Fantasy,"The Wicked King (The Folk of the Air, #2)",Holly Black,4.28,944576,2019,/book/show/26032887-the-wicked-king
Fantasy,"Siege and Storm (The Shadow and Bone Trilogy, #2)",Leigh Bardugo,3.81,653979,2013,/book/show/14061955-siege-and-storm
Fantasy,The Invisible Life of Addie LaRue (Hardcover),Victoria E. Schwab,4.18,1301496,2020,/book/show/50623864-the-invisible-life-of-addie-larue
Fantasy,Stardust (Paperback),Neil Gaiman,4.10,472017,1999,/book/show/16793.Stardust
Fantasy,"Neverwhere (London Below, #1)",Neil Gaiman,4.17,550131,1996,/book/show/14497.Neverwhere
Fantasy,"The Poppy War (The Poppy War, #1)",R.F. Kuang,4.17,362346,2018,/book/show/35068705-the-poppy-war
Fantasy,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,4.31,318215,2006,/book/show/29588376-the-lies-of-locke-lamora
Fantasy,The Lord of the Rings (Paperback),J.R.R. Tolkien,4.54,705475,1955,/book/show/33.The_Lord_of_the_Rings
Fantasy,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,4.55,591970,2011,/book/show/1215032.The_Wise_Man_s_Fear
Fantasy,Unknown Title,Unknown Author,N/A,N/A,N/A,No Image
Fantasy,Unknown Title,Unknown Author,N/A,N/A,N/A,No Image
Fiction,1984 (Paperback),George Orwell,4.20,5050120,1949,/book/show/61439040-1984
Fiction,To Kill a Mockingbird (Paperback),Harper Lee,4.26,6553116,1960,/book/show/56916837-to-kill-a-mockingbird
Fiction,The Great Gatsby (Paperback),F. Scott Fitzgerald,3.93,5592742,1925,/book/show/41733839-the-great-gatsby
Fiction,Animal Farm (Paperback),George Orwell,4.00,4217126,1945,/book/show/170448.Animal_Farm
Fiction,"Harry Potter and the Sorcerer’s Stone (Harry Potter, #1)",J.K. Rowling,4.47,10812315,1997,/book/show/42844155-harry-potter-and-the-sorcerer-s-stone
Fiction,The Catcher in the Rye (Paperback),J.D. Salinger,3.80,3728797,1951,/book/show/5107.The_Catcher_in_the_Rye
Fiction,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,4.34,9300632,2008,/book/show/2767052-the-hunger-games
Fiction,The Alchemist (Paperback),Paulo Coelho,3.92,3329741,1988,/book/show/18144590-the-alchemist
Fiction,The Handmaid's Tale (Hardcover),Margaret Atwood,4.15,2229642,1985,/book/show/34454589-the-handmaid-s-tale
Fiction,Pride & Prejudice (Hardcover),Jane Austen,4.29,4510321,1813,/book/show/129915654-pride-prejudice
Fiction,The Kite Runner (Paperback),Khaled Hosseini,4.35,3331146,2003,/book/show/17165596-the-kite-runner
Fiction,"The da Vinci Code (Robert Langdon, #2)",Dan    Brown,3.93,2442879,2003,/book/show/55019161-the-da-vinci-code
Fiction,Lord of the Flies (Paperback),William Golding,3.70,3061075,1954,/book/show/7624.Lord_of_the_Flies
Fiction,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,4.43,4245437,1998,/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets
Fiction,Fahrenheit 451 (Kindle Edition),Ray Bradbury,3.97,2629232,1953,/book/show/13079982-fahrenheit-451
Fiction,"The Hobbit, or There and Back Again (Paperback)",J.R.R. Tolkien,4.29,4263574,1937,/book/show/5907.The_Hobbit_or_There_and_Back_Again
Fiction,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,4.58,4553445,1999,/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban
Fiction,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,4.57,3975217,2000,/book/show/58613424-harry-potter-and-the-goblet-of-fire
Fiction,The Book Thief (Kindle Edition),Markus Zusak,4.39,2741646,2005,/book/show/19063.The_Book_Thief
Fiction,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,4.58,3489582,2005,/book/show/58613345-harry-potter-and-the-half-blood-prince
Fiction,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,4.62,3933870,2007,/book/show/58613224-harry-potter-and-the-deathly-hallows
Fiction,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,4.50,3610449,2003,/book/show/58613451-harry-potter-and-the-order-of-the-phoenix
Fiction,Of Mice and Men (Paperback),John Steinbeck,3.89,2696562,1937,/book/show/890.Of_Mice_and_Men
Fiction,The Midnight Library (Hardcover),Matt Haig,3.99,2145441,2020,/book/show/52578297-the-midnight-library
Fiction,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,4.34,3846927,2009,/book/show/6148028-catching-fire
Fiction,Where the Crawdads Sing (ebook),Delia Owens,4.38,3368133,2018,/book/show/36809135-where-the-crawdads-sing
Fiction,Slaughterhouse-Five (Paperback),Kurt Vonnegut Jr.,4.10,1425777,1969,/book/show/4981.Slaughterhouse_Five
Fiction,The Girl With the Dragon Tattoo (Millennium #1),Stieg Larsson,4.17,3329249,2005,/book/show/2429135.The_Girl_With_the_Dragon_Tattoo
Fiction,Life of Pi (Paperback),Yann Martel,3.94,1698693,2001,/book/show/4214.Life_of_Pi
Fiction,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,4.10,3452354,2010,/book/show/7260188-mockingjay
Fiction,The Picture of Dorian Gray (Paperback),Oscar Wilde,4.13,1714431,1890,/book/show/489732.The_Picture_of_Dorian_Gray
Fiction,The Curious Incident of the Dog in the Night-Time (Paperback),Mark Haddon,3.89,1543498,2003,/book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time
Fiction,The Seven Husbands of Evelyn Hugo (Hardcover),Taylor Jenkins Reid,4.40,3626137,2017,/book/show/32620332-the-seven-husbands-of-evelyn-hugo
Fiction,All the Light We Cannot See (Hardcover),Anthony Doerr,4.31,1846515,2014,/book/show/18143977-all-the-light-we-cannot-see
Fiction,Jane Eyre (Paperback),Charlotte Brontë,4.15,2216065,1847,/book/show/10210.Jane_Eyre
Fiction,Gone Girl (Paperback),Gillian Flynn,4.14,3291468,2012,/book/show/19288043-gone-girl
Fiction,The Help (Hardcover),Kathryn Stockett,4.46,2916112,2009,/book/show/4667024-the-help
Fiction,One Hundred Years of Solitude (Mass Market Paperback),Gabriel García Márquez,4.12,1041760,1967,/book/show/320.One_Hundred_Years_of_Solitude
Fiction,Frankenstein: The 1818 Text (Paperback),Mary Wollstonecraft Shelley,3.88,1725538,1818,/book/show/35031085-frankenstein
Fiction,"Angels & Demons (Robert Langdon, #1)",Dan    Brown,3.95,3307621,2000,/book/show/960.Angels_Demons
Fiction,"The Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,4.23,1935747,1979,/book/show/11.The_Hitchhiker_s_Guide_to_the_Galaxy
Fiction,The Fault in Our Stars (Hardcover),John Green,4.13,5472862,2012,/book/show/25856606-the-fault-in-our-stars
Fiction,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,4.40,2976371,1954,/book/show/61215351-the-fellowship-of-the-ring
Fiction,The Stranger (Paperback),Albert Camus,4.03,1253389,1942,/book/show/49552.The_Stranger
Fiction,The Road (Hardcover),Cormac McCarthy,3.99,972960,2006,/book/show/6288.The_Road
Fiction,A Man Called Ove (Hardcover),Fredrik Backman,4.38,1128646,2012,/book/show/18774964-a-man-called-ove
Fiction,Wuthering Heights (Paperback),Emily Brontë,3.90,1918985,1847,/book/show/32929156-wuthering-heights
Fiction,Crime and Punishment (Paperback),Fyodor Dostoevsky,4.28,989016,1866,/book/show/7144.Crime_and_Punishment
Fiction,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,4.45,2627911,1996,/book/show/13496.A_Game_of_Thrones
Fiction,The Old Man and the Sea (Hardcover),Ernest Hemingway,3.81,1234165,1952,/book/show/2165.The_Old_Man_and_the_Sea
Fiction,Unknown Title,Unknown Author,N/A,N/A,N/A,No Image
Fiction,Unknown Title,Unknown Author,N/A,N/A,N/A,No Image
Graphic-Novels,Watchmen (Paperback),Alan             Moore,4.38,578342,1987,/book/show/472331.Watchmen
Graphic-Novels,"Saga, Volume 1 (Paperback)",Brian K. Vaughan,4.17,348191,2012,/book/show/15704307-saga-volume-1
Graphic-Novels,"Heartstopper: Volume One (Heartstopper, #1)",Alice Oseman,4.44,821783,2018,/book/show/40495957-heartstopper
Graphic-Novels,Nimona (ebook),N.D. Stevenson,4.18,177264,2015,/book/show/19351043-nimona
Graphic-Novels,"Heartstopper: Volume Two (Heartstopper, #2)",Alice Oseman,4.52,544966,2019,/book/show/43307358-heartstopper
Graphic-Novels,"Preludes & Nocturnes (The Sandman, #1)",Neil Gaiman,4.25,269435,1988,/book/show/23754.Preludes_Nocturnes
